r,x,PSRType(A),cluster
0.33,0.48,1,0
7.735,13.536,1,1
0.08,0.206,1,0
0.117,0.205,1,0
0.073,0.128,1,0
5.815,8.385,1,0
3.299,5.773,1,0
0.122,0.214,1,0
8.728,15.274,1,1
1.6,2.7,1,0
1.0,1.71,1,0
1.84,3.15,1,0
0.0204,0.042,1,0
0.0244,0.0427,1,0
0.6732,1.386,1,0
0.0612,0.126,1,0
0.2652,0.546,1,0
0.2244,0.462,1,0
1.3056,2.688,1,0
0.0408125,0.084,1,0
0.0816,0.168,1,0
0.2684,0.4697,1,0
1.326,2.73,1,0
1.7544,3.612,1,0
1.6728,3.444,1,0
1.0404,2.142,1,0
0.5304,1.092,1,0
0.0204,0.042,1,0
1.3464,2.772,1,0
0.5304,1.092,1,0
0.047,0.1,1,0
3.743728,6.704803,1,0
0.13464,0.2772,1,0
0.022,0.077,1,0
1.2642,1.8228,1,0
0.0301,0.0434,1,0
0.46846,1.60785,1,0
0.29415,0.76405,1,0
1.8762,6.4395,1,0
1.87,6.35,0,2
0.08,0.3,0,2
0.8,2.65,0,2
0.022,0.077,0,2
0.21,0.774,1,0
13.4208,59.9742,1,1
7.95,35.18,1,1
14.47,24.81,1,1
1.10976,2.2848,1,0
3.93516,8.1018,1,0
8.2594,14.45395,1,1
1.03428,2.1294,1,0
0.16555,0.2387,1,0
1.0,2.058,1,0
0.04026,0.070455,1,0
0.779,1.604,1,0
0.194,0.399,1,0
0.598,1.231,1,0
0.04026,0.070455,1,0
1.138,4.035,1,0
0.086,0.305,1,0
0.19,0.5,0,2
0.65,1.68,1,0
0.541,1.404,1,0
0.096352380952381,0.248790476190476,0,2
0.095,0.248,1,0
0.08,0.206,1,0
0.317,0.555,1,0
0.207,0.537,1,0
17.36,76.79,1,1
17.36,76.79,1,1
5.29,24.45,1,1
10.9,39.15,1,1
10.57,37.15,1,1
0.078,0.112,1,0
0.042,0.061,1,0
0.044,0.2314,1,0
1.35,1.95,1,0
0.00636,0.01652,1,0
11.2,62.73,1,1
1.67,9.12,1,0
1.67,9.12,1,0
2.7,14.71,1,0
8.67,15.18,1,1
8.67,15.17,1,1
0.105,0.184,1,0
5.268,7.595,1,0
0.168,0.295,1,0
2.94,5.14,1,0
4.6,8.05,1,0
18.84,32.96,1,1
3.37,5.78,1,0
4.17,8.85,1,0
4.26,9.05,1,0
0.109,0.225,1,0
0.789,1.38,1,0
0.93,1.54,1,0
0.268,0.552,1,0
0.2,0.4,1,0
1.13,1.94,1,0
1.54,4.13,1,0
0.481,0.841,1,0
3.88,8.02,1,0
0.137,0.281,1,0
1.55,3.68,1,0
1.66,3.41,1,0
0.228,0.712,1,0
0.15,0.217,1,0
4.895,8.566,1,0
1.39,2.39,1,0
13.1,18.58,1,1
22.95,40.17,1,1
0.5,1.72,1,0
0.381,0.666,1,0
0.56,0.807,1,0
0.14,0.5,1,0
1.5,4.54,1,0
0.003,0.006,1,0
0.34,0.61,1,0
6.45,11.28,1,0
3.92,7.5,1,0
3.92,7.5,1,0
1.54,4.13,1,0
0.481,0.841,1,0
3.88,8.02,1,0
0.171,0.352,1,0
1.84,3.91,1,0
1.55448,3.2004,1,0
1.66,3.41,1,0
1.55,3.68,1,0
0.137,0.281,1,0
4.14,14.18,1,0
4.14,14.18,1,0
0.88,1.51,1,0
0.82,1.74,1,0
1.47,2.86,1,0
0.464,0.811,1,0
1.35,2.77,1,0
1.37,3.01,1,0
1.2,2.47,1,0
1.2,2.47,1,0
4.397,9.053,1,0
1.52,3.12,1,0
1.52,3.12,1,0
4.397,9.053,1,0
0.415,1.531,1,0
0.415,1.531,1,0
1.09,4.81,1,0
4.69,16.85,1,0
4.69,16.85,1,0
1.97,11.0,1,0
4.52,19.8,1,0
2.34906,4.8363,1,0
3.515328,7.23744,1,0
2.562,4.4835,1,0
0.311588,0.545279,1,0
0.394888421052632,0.690203684210526,1,0
2.34906,4.8363,1,0
3.515328,7.23744,1,0
2.562,4.4835,1,0
0.311588,0.545279,1,0
0.394888421052632,0.690203684210526,1,0
2.7,4.4,1,0
8.9,14.6,1,1
2.611,4.569,1,0
0.275808,0.56784,1,0
2.38476,4.9098,1,0
4.879,10.345,1,0
3.63528,7.4844,1,0
0.03264,0.0672,1,0
0.61,4.09,1,0
7.86,32.24,1,1
6.35,22.32,1,1
16.98846,62.62695,1,1
0.45,0.89,1,0
17.41,68.61,1,1
3.13,6.2,1,0
6.07,12.5,1,0
10.25,36.85,1,1
17.58,63.21,1,1
0.42,1.4,1,0
3.1,11.0,1,0
3.477,9.243,1,0
3.476144,9.241456,1,0
0.681,2.51,1,0
4.26,9.05,1,0
4.17,8.85,1,0
3.37,5.78,1,0
0.789,1.38,1,0
0.109,0.225,1,0
0.228,0.712,1,0
2.143296,3.750768,1,0
6.314964,11.051187,1,0
1.422,2.489,1,0
0.409,0.601,1,0
4.12116,7.21203,1,0
0.49,3.67,1,0
5.4855,14.2485,1,0
5.4855,14.2485,1,0
0.561,1.155,1,0
3.46236,6.05913,1,0
1.81048,3.16834,1,0
11.424,17.705,1,1
0.922,1.614,1,0
0.07224,0.10416,1,0
0.62952,1.10166,1,0
4.1602,7.28035,1,0
1.12728,1.97274,1,0
1.8,3.09,1,0
0.25,0.44,1,0
0.146,0.256,1,0
2.02,2.47,1,0
0.25,0.44,1,0
0.095,0.167,1,0
1.537,2.69,1,0
0.178,0.312,1,0
13.874,24.279,1,1
8.88,29.0,1,1
0.0477,0.1239,1,0
0.1836,0.378,1,0
1.3056,2.688,1,0
0.0408,0.084,1,0
0.636,1.652,1,0
0.0636,0.1652,1,0
0.6936,1.428,1,0
0.0816,0.168,1,0
1.533,3.074,1,0
0.171,0.299,1,0
3.299,5.773,1,0
3.37,5.77,1,0
8.728,15.274,1,1
1.793,3.138,1,0
2.142,3.749,1,0
1.5,2.62,1,0
12.77,22.34,1,1
0.04392,0.07686,1,0
0.0488,0.0854,1,0
9.10608,15.93564,1,1
0.04392,0.07686,1,0
0.0488,0.0854,1,0
16.3114,28.54495,1,1
0.223,0.616,1,0
0.059,0.102,1,0
0.354,1.215,1,0
0.0732,0.1281,1,0
0.0731951219512195,0.12809756097561,1,0
3.2696,5.7218,1,0
1.14662264150943,2.00681132075472,1,0
4.4165935828877,7.72879679144385,1,0
10.736,18.788,1,1
5.368,9.394,1,0
0.0732,0.1281,1,0
0.244,0.427,1,0
10.736,18.788,1,1
5.368,9.394,1,0
0.0487982062780269,0.0853991031390135,1,0
0.244,0.427,1,0
0.085,0.149,1,0
0.329,0.576,1,0
3.8,6.64,1,0
9.03,15.8,1,1
0.87,1.52,1,0
9.03,15.8,1,1
0.085,0.149,1,0
0.329,0.576,1,0
0.87,1.52,1,0
3.8,6.64,1,0
0.4307,1.47825,1,0
0.1362,0.4949,2,0
0.1356,0.4932,2,0
5.42,10.73,1,0
0.336,1.859,1,0
0.043,0.223,0,2
0.068,0.154,0,2
0.3,1.047,0,2
0.3,1.047,0,2
0.151,0.283,0,2
0.049,0.137,0,2
0.082,0.136,0,2
0.129,0.127,0,2
0.13,0.32,0,2
0.066,0.108,0,2
0.177,0.34,0,2
0.185,0.425,0,2
0.185,0.425,0,2
0.336,1.859,1,0
0.042,0.215,0,2
0.627,3.487,1,0
0.093,0.251,0,2
1.1128,6.0436,2,0
1.1127,6.0432,2,0
0.38,1.16,1,0
0.39,0.9,1,0
0.39,0.9,1,0
5.69,39.16,1,1
1.68,4.27,1,0
2.99,6.34,1,0
4.18,7.17,1,0
3.0,4.7,1,0
2.42,4.01,1,0
1.46,3.5299,1,0
0.1188,0.7347,1,0
0.1188,0.7347,1,0
0.533,0.149,0,2
0.533,0.149,0,2
0.595,1.379,1,0
0.00408,0.009456,1,0
2.12772,4.3806,1,0
0.595,1.379,1,0
0.00408,0.009456,1,0
2.12772,4.3806,1,0
9.7632,43.6293,1,1
0.3,1.0125,1,0
2.06,4.25,1,0
0.69,1.42,1,0
0.77,1.59,1,0
0.013,0.028,1,0
1.07,2.2,1,0
1.36,2.79,1,0
0.001,0.001,1,0
3.29,6.52,1,0
0.015,0.032,1,0
0.4484,1.539,1,0
14.4204,51.19242,1,1
14.4648,51.35004,1,1
0.01743,0.02989,1,0
0.1494,0.2562,1,0
4.368,8.993,1,0
1.495,3.001,1,0
0.08427,0.21889,1,0
0.49608,1.28856,1,0
0.11,0.192,1,0
0.05088,0.13216,1,0
2.53,7.01,1,0
13.57,23.74,1,1
0.002,0.004,1,0
0.073,0.128,1,0
1.798,4.024,1,0
1.798,4.024,1,0
11.04,47.46,1,1
0.989,2.3,1,0
0.32,0.83,1,0
2.67,6.94,1,0
0.245,0.566,1,0
1.196756,4.10751,1,0
1.196756,4.10751,1,0
0.693,1.37,1,0
2.44,4.19,2,0
4.18,10.65,1,0
2.85,7.25,1,0
1.67,2.86,2,0
2.86,6.24,1,0
5.28,11.54,1,0
3.37,4.66,1,0
0.01,0.02,1,0
0.01,0.02,1,0
19.01322,49.38654,1,1
19.01322,49.38654,1,1
0.64,1.33,1,0
5.6522,19.3995,1,0
0.338232,0.719572,1,0
0.60261,1.62591,1,0
0.028,0.056,1,0
0.043,0.112,1,0
0.715,1.44,1,0
0.655,1.32,1,0
0.946,2.139,1,0
1.234,2.791,1,0
1.53,3.46,1,0
2.39922,6.11653,1,0
0.79,2.02,1,0
0.007,0.017,1,0
0.58,1.47,1,0
0.79,2.02,1,0
0.007,0.017,1,0
0.58,1.47,1,0
1.366,2.325,1,0
1.621213528,4.065055294,1,0
2.454816,10.969959,1,0
2.379734,10.295992,1,0
1.37,3.49,1,0
0.2,0.51,1,0
0.16,0.44,1,0
0.94,2.4,1,0
0.25,0.43,1,0
0.0159,0.0413,1,0
0.0159,0.0413,1,0
0.16,0.44,1,0
0.0159,0.0413,1,0
0.0159,0.0413,1,0
0.25,0.43,1,0
0.94,2.4,1,0
0.2,0.51,1,0
1.51,3.85,1,0
0.823,1.387,1,0
0.195,0.342,1,0
0.614,1.052,1,0
0.823,1.387,1,0
0.195,0.342,1,0
0.614,1.052,1,0
3.314,19.068,1,0
0.386,1.396,1,0
0.01,0.01,1,0
0.372,0.97,1,0
0.872,3.4,1,0
0.01,0.01,1,0
0.01,0.02,1,0
0.01,0.02,1,0
4.640574,12.053818,1,0
2.539308,4.443789,1,0
2.946,5.248,1,0
0.243512,0.426146,1,0
0.029,0.051,1,0
14.659,23.64,1,1
0.170576666666667,0.299093333333333,1,0
0.014,0.023,1,0
10.249952,17.937416,1,1
4.82,7.71,1,0
2.468,3.924,1,0
11.277,15.999,1,1
8.762,14.013,1,1
2.683716,3.869544,1,0
4.788,8.379,1,0
2.128,3.724,1,0
11.277,15.999,1,1
2.468,3.924,1,0
8.762,14.013,1,1
2.128,3.724,1,0
4.788,8.379,1,0
2.683716,3.869544,1,0
0.96,2.44,1,0
0.33,0.85,1,0
0.69,1.65,1,0
0.061,0.107,1,0
0.111,0.289,1,0
6.17,11.8,1,0
0.5,0.9,1,0
1.75,4.24,1,0
0.05,0.12,1,0
0.53,0.69,1,0
0.317,0.53,1,0
2.28,4.35,1,0
0.21,0.41,1,0
2.48,7.3,1,0
0.382,0.946,1,0
0.382,0.946,1,0
0.35,0.55,1,0
0.34,1.24,1,0
0.34,1.24,1,0
0.29,1.08,1,0
0.47,0.71,1,0
2.367,3.982,1,0
2.77,4.2,1,0
0.249,0.419,1,0
0.003,0.006,1,0
0.99,1.52,1,0
0.415,0.698,1,0
3.52,10.38,1,0
8.58,16.38,1,1
0.24,0.37,1,0
0.24,0.37,1,0
3.39,4.79,1,0
5.6,5.9,1,0
0.52,1.0,1,0
3.66,6.99,1,0
0.16,0.31,1,0
4.41,8.47,1,0
0.3,0.38,1,0
5.6,5.9,1,0
0.52,1.0,1,0
1.14,1.86,1,0
0.059,0.099,1,0
0.355,0.701,1,0
1.03,1.61,1,0
1.95,2.53,1,0
4.82,5.01,1,0
4.8,4.99,1,0
1.786,3.005,1,0
0.122,0.205,1,0
0.318,0.794,1,0
2.428,6.059,1,0
0.08,0.198,1,0
0.08,0.198,1,0
0.363,0.905,1,0
2.428,6.059,1,0
0.318,0.794,1,0
1.119,1.177,1,0
0.363,0.905,1,0
1.119,1.177,1,0
1.749,4.365,1,0
1.749,4.365,1,0
0.118,0.237,1,0
0.118,0.237,1,0
2.81,3.52,1,0
0.008,0.02,1,0
0.06,0.152,1,0
0.041,0.105,1,0
0.789,0.822,1,0
0.789,0.822,1,0
1.059,3.464,1,0
0.01,0.01,1,0
0.01,0.01,1,0
0.9706,1.019908703,1,0
0.11468,0.205118826,1,0
0.549,0.990779703,1,0
0.9706,1.019908703,1,0
0.0976,0.174569214,1,0
0.494584,0.51971,1,0
0.549,0.990779703,1,0
0.18146,0.200199429,1,0
0.023912,0.043857589,1,0
0.494584,0.51971,1,0
0.218174,0.240704895,1,0
0.016592,0.029943564,1,0
4.165,4.23,1,0
4.165,4.23,1,0
0.007,0.013,1,0
0.007,0.013,1,0
0.344,0.595,1,0
0.81,1.485,1,0
0.81,1.485,1,0
0.344,0.595,1,0
1.627,2.732,1,0
1.627,2.732,1,0
1.981,2.105,1,0
2.0,2.141,1,0
1.763,3.559,1,0
2.694,4.314,0,2
0.11,0.49,1,0
0.28,1.03,1,0
0.66,1.54,1,0
11.346,19.8555,1,1
0.09792,0.2016,1,0
1.355,2.53,1,0
4.725,9.023,1,0
0.09792,0.2016,1,0
1.347,2.529,1,0
6.361,11.585,1,0
0.724,1.759,1,0
0.581,1.405,1,0
0.681,1.725,1,0
0.2422,0.9507,1,0
0.7407,2.899,1,0
0.2646,0.81,1,0
0.49056,0.936736,1,0
1.846,3.525,1,0
0.633,1.209,1,0
0.45,0.859,1,0
0.491,0.938,1,0
0.304,1.599,1,0
0.0732,0.1281,1,0
0.878,4.572,1,0
0.09966,0.129558,1,0
4.0992,7.1736,1,0
2.8304,4.9532,1,0
0.07326,0.091908,1,0
4.0992,7.1736,1,0
2.8304,4.9532,1,0
0.25914,0.494834,1,0
3.48687,8.081334,1,0
1.95888,7.723584,1,0
1.58032,3.662624,1,0
1.02312,4.034016,1,0
4.242,8.1,1,0
0.578,0.874,1,0
0.2684,0.4697,1,0
0.4392,0.7686,1,0
0.51545,0.9020375,1,0
0.7224,1.0416,1,0
4.913,11.387,1,0
0.33231,0.86317,1,0
5.836,13.526,1,0
0.25914,0.494834,1,0
1.02312,4.034016,1,0
0.694,1.608,1,0
0.56548,0.59496,1,0
0.4636,0.8113,1,0
1.844,3.521,1,0
1.599,3.138,1,0
0.688,3.581,1,0
2.431,5.634,1,0
0.184,0.26,1,0
4.641,10.756,1,0
2.304,5.339,1,0
0.043,0.044,1,0
4.378,10.146,1,0
0.567,1.379,1,0
0.567,1.379,1,0
0.6,1.27984,1,0
0.867,2.063,1,0
0.867,2.063,1,0
1.296,3.151,1,0
4.382,6.975,1,0
2.338,5.11,1,0
0.693,2.11,1,0
3.802,7.517,1,0
3.802,7.517,1,0
1.408,1.858,1,0
0.931,1.8236,1,0
4.78,9.604,1,0
4.199,10.362,1,0
3.39,4.96,1,0
8.811,17.714,1,1
3.73,7.506,1,0
0.599,2.2607,1,0
0.599,2.2607,1,0
13.35,26.39,1,1
7.284,14.645,1,0
2.02,4.0902,1,0
8.851,17.344,1,1
0.68,1.654,1,0
7.58,14.86,1,1
7.9794,15.6364,1,1
2.7639,4.359,1,0
1.663,3.368,1,0
0.053,0.34,0,2
0.053,0.34,0,2
0.106,0.682,0,2
0.105865,0.682,0,2
0.658,2.508,1,0
6.58,10.354,1,0
0.43,0.85,1,0
0.82,1.61,1,0
0.82,1.61,1,0
0.43,0.85,1,0
7.696,16.325,1,1
1.632176,5.60196,1,0
1.667576,5.72346,1,0
0.00612,0.00868,1,0
8.03286,17.0394,1,1
0.49,0.97,1,0
0.49,0.97,1,0
0.6,1.16,1,0
0.6,1.16,1,0
0.57,1.18,1,0
0.53,1.1,1,0
7.93,13.79,1,1
10.46,16.31,1,1
0.1,0.25,1,0
5.84,8.7,1,0
0.1,0.25,1,0
2.98,4.56,1,0
2.92,4.47,1,0
4.887,11.645,1,0
5.809,10.764,1,0
0.38,1.16,1,0
2.079,3.26,1,0
0.053,0.104,1,0
0.84,4.83,1,0
13.77,21.92,1,1
0.056,0.058,0,2
0.056,0.058,0,2
1.82,8.11,1,0
11.22,23.81,1,1
0.151,0.282,1,0
0.151,0.282,1,0
2.9188,8.4171,1,0
2.9188,8.4171,1,0
1.404,2.159,1,0
1.404,2.159,1,0
1.4332,3.2487,1,0
1.53,3.6,1,0
1.53,3.6,1,0
7.698048,34.400652,1,1
0.33,1.218,1,0
1.229952,5.496348,1,0
2.44,4.27,1,0
2.44,4.27,1,0
4.36,8.36,1,0
4.36,8.36,1,0
0.31,0.75,1,0
3.927,8.085,1,0
2.93,6.22,1,0
2.93,6.22,1,0
0.155,0.664,0,2
0.504,1.344,0,2
0.504,1.344,0,2
0.18,0.45,1,0
0.42,1.07,1,0
0.15,0.21,0,2
0.441,1.609,0,2
0.15,0.21,0,2
0.07,0.11,0,2
0.07,0.11,0,2
0.13,0.308,1,0
0.441,1.609,0,2
0.786,2.286,1,0
0.786,2.286,1,0
1.78,4.37,1,0
0.36,1.08,1,0
3.927,8.085,1,0
9.46,20.08,1,1
9.46,20.08,1,1
2.18,7.37,1,0
1.12,1.92,1,0
1.12,1.92,1,0
0.31,0.75,1,0
4.08,10.41,1,0
0.96,2.44,1,0
0.96,2.44,1,0
3.25,10.98,1,0
3.25,10.98,1,0
0.76,2.24,1,0
0.68,2.24,1,0
0.152,0.457,1,0
0.306,0.743,1,0
0.306,0.743,1,0
3.75,9.53,1,0
2.3,7.78,1,0
0.06,0.2,1,0
0.14,0.2,0,2
0.14,0.2,0,2
2.43,3.77,1,0
1.75,7.32,1,0
2.99,6.26,1,0
0.36,1.08,1,0
0.152,0.457,1,0
2.02,3.74,1,0
0.25,0.43,1,0
2.54,5.72,1,0
0.56,1.32,1,0
4.049,8.476,1,0
0.188,0.394,1,0
6.15,16.56,1,0
3.62,5.71,1,0
3.94,10.04,1,0
2.422,5.749,1,0
0.95,3.2,1,0
0.95,3.2,1,0
7.42,10.86,1,0
6.85,10.86,1,0
3.43,7.27,1,0
0.095,0.248,1,0
0.363,1.255,1,0
0.363,1.255,1,0
1.03,1.51,1,0
0.75,1.48,1,0
9.57,13.03,1,1
12.29,25.19,1,1
5.092,8.62,1,0
0.237,0.4,1,0
7.83,15.22,1,1
4.56,11.85,1,0
4.56,11.85,1,0
3.01,6.17,1,0
0.25,0.53,1,0
0.25,0.53,1,0
0.03,0.08,1,0
0.03,0.08,1,0
2.81,4.83,1,0
2.81,4.83,1,0
15.136,14.508,1,1
1.317,2.186,1,0
3.3,3.5,1,0
0.5883,1.5281,1,0
0.5883,1.5281,1,0
4.3,4.4,1,0
5.33,9.05,1,0
8.13,8.44,1,0
2.3,3.5,1,0
4.29,9.15,1,0
1.0,1.5,1,0
0.53,1.12,1,0
3.276,8.589,1,0
5.99,6.22,1,0
14.1,14.7,1,1
2.53,3.14,1,0
4.5,7.7,1,0
1.09,2.86,1,0
4.49,7.64,1,0
0.3,0.5,1,0
1.27,3.33,1,0
8.5,14.4,1,1
5.35,5.55,1,0
8.9,10.7,1,1
9.71,9.98,1,1
0.26,0.88,1,0
0.2596,0.891,1,0
1.12,1.9,1,0
0.72,1.23,1,0
1.15,2.34,1,0
2.9,3.2,1,0
3.86,8.31,1,0
1.7,3.6,1,0
1.31,2.79,1,0
5.0,10.6,1,0
2.35,4.09,1,0
5.38,9.14,1,0
6.0,7.0,1,0
6.95,9.56,1,0
0.3264,1.1329,2,0
3.8824,4.0848,1,0
6.0268,10.5469,1,0
12.47,17.59,1,1
4.26,8.55,1,0
4.32,7.51,1,0
10.25,14.72,1,1
2.5,4.98,1,0
1.02,1.78,1,0
0.2,0.36,1,0
1.02,1.78,1,0
0.2,0.36,1,0
3.92,6.83,1,0
5.03,8.4,1,0
5.05,6.97,1,0
7.22,20.16,1,1
3.59,4.96,1,0
1.95,3.25,1,0
1.95,3.25,1,0
0.45,0.89,1,0
1.91,4.93,1,0
1.01,1.02,1,0
0.77,1.15,1,0
0.01,0.01,1,0
0.42,0.43,1,0
1.23,2.14,1,0
4.14,7.2,1,0
2.21,4.44,1,0
0.74,1.49,1,0
1.74,3.44,1,0
4.07,8.05,1,0
7.14,14.09,1,0
11.81,12.17,1,1
0.2,0.34,1,0
1.69,3.39,1,0
0.02,0.06,1,0
1.45,3.74,1,0
0.02,0.06,1,0
0.49,1.3,1,0
2.14,5.5,1,0
1.45,3.74,1,0
0.48,1.29,1,0
0.2,0.34,1,0
2.14,5.5,1,0
0.48,0.97,1,0
0.49,1.31,1,0
3.61,6.13,1,0
0.01,0.02,1,0
4.79,12.37,1,0
0.19,0.51,1,0
1.37,2.7,1,0
1.28,2.08,1,0
0.47,0.93,1,0
1.15,1.67,0,2
1.15,1.67,0,2
0.07,0.18,1,0
0.74,1.44,1,0
0.05,0.1,1,0
0.01,0.02,1,0
0.15,0.3,1,0
0.0005,0.0012,1,0
0.15,0.3,1,0
0.02,0.04,1,0
1.17,1.97,1,0
0.007,0.012,1,0
5.63,9.6,0,2
5.63,9.6,0,2
0.06,0.13,1,0
2.408,3.472,1,0
0.1688,0.1776,1,0
1.6856,2.4304,1,0
2.02725,5.01075,1,0
10.2942,14.8428,1,1
2.2274,3.2116,1,0
5.43,13.53,1,0
0.06678,0.17178,1,0
4.63,8.16,1,0
0.00795,0.02045,1,0
0.46269,1.15,1,0
1.2,3.66,1,0
4.92,7.65,1,0
0.57,1.36,1,0
3.06,6.02,1,0
4.41,8.98,1,0
5.89,9.16,1,0
5.47,8.51,1,0
8.5,13.3,1,1
4.27,6.6,1,0
2.71,16.0,1,0
8.4,16.4,1,1
5.44,10.7,1,0
5.89,9.16,1,0
1.2,1.85,1,0
2.18,12.77,1,0
3.97,23.3,1,0
2.98,6.16,1,0
4.09,24.19,1,0
1.4,2.2,1,0
1.04,2.48,1,0
1.04,2.48,1,0
4.4,8.7,1,0
0.22,0.66,1,0
0.49,0.97,1,0
8.2,13.2,1,1
1.86,5.61,1,0
2.3,3.57,1,0
0.15,0.3,1,0
0.325,1.014,2,0
4.1,6.5,1,0
0.87,1.5,1,0
1.5,2.4,1,0
7.6,15.0,1,1
0.27,0.43,1,0
2.0618,3.60815,1,0
4.2,8.26,1,0
1.34355,3.48985,1,0
1.45,3.45,1,0
9.9064,17.3362,1,1
1.4,2.8,1,0
0.95,2.42,1,0
2.2,3.44,1,0
1.9,3.7,1,0
1.5,2.35,1,0
2.3,4.4,1,0
1.3,2.5,1,0
3.2,5.0,1,0
1.0,1.5,1,0
1.9,3.7,1,0
1.836,3.78,1,0
2.6,4.0,1,0
0.033252,0.06846,1,0
3.1964,5.5937,1,0
0.70992,1.4616,1,0
0.69296,1.21268,1,0
0.74908,1.31089,1,0
1.1468,2.0069,1,0
2.14232,3.74906,1,0
0.49,1.16,1,0
0.21,0.54,1,0
2.0,4.83,1,0
0.61,1.06,1,0
0.97,2.33,1,0
0.45,0.64,1,0
2.1,4.94,1,0
3.5,5.84,1,0
0.3,0.5,1,0
0.55144,0.96502,1,0
3.3864,6.972,1,0
0.78,1.36,1,0
1.006,1.5932,1,0
1.27856,2.23748,1,0
0.78,1.36,1,0
6.16,11.18,1,0
0.594,0.924,1,0
1.3464,2.772,1,0
1.3464,2.772,1,0
0.4,0.63,1,0
0.63,1.68,1,0
1.0,1.5,1,0
1.7,2.7,1,0
1.6,2.7,1,0
1.18,2.04,1,0
0.15,0.25,1,0
2.7,4.2,1,0
1.6,2.7,1,0
0.16,0.27,1,0
0.7084,1.883,2,0
0.1,0.1,1,0
0.163,0.165,1,0
2.81,7.47,1,0
0.163,0.165,1,0
2.97,7.358,1,0
1.24,2.32,1,0
4.33,6.74,1,0
0.1,0.1,1,0
2.73,7.24,1,0
2.22,3.85,1,0
0.074664,0.130662,1,0
3.0,5.19,1,0
0.66,1.3,1,0
0.49572,1.0206,1,0
3.03,6.12,1,0
0.301,0.434,1,0
0.3,0.65,1,0
2.4,3.74,1,0
0.12,0.25,2,0
1.6,3.2,1,0
1.78,2.76,1,0
6.16,11.18,1,0
0.2,0.3,1,0
10.68,19.09,1,1
0.124196,0.217343,1,0
1.12,2.15,1,0
1.5,2.94,1,0
2.24,3.88,1,0
1.0492,1.8361,1,0
0.7686,1.34505,1,0
1.45,2.64,1,0
0.3782,0.66185,1,0
6.0,10.4,1,0
2.59,5.9,1,0
2.37,4.11,1,0
4.9,7.625,1,0
4.9,7.625,1,0
1.12,2.15,1,0
1.0,1.57,1,0
2.59,5.9,1,0
1.0,1.57,1,0
4.347,23.743,1,0
4.071,22.23,1,0
0.48,0.95,1,0
3.6,7.1,1,0
4.15,8.45,1,0
5.68,9.37,1,0
5.978,10.4615,1,0
0.41,0.72,1,0
4.43,6.97,1,0
2.07,3.2,1,0
2.0,3.1,1,0
2.31438,4.7649,1,0
2.52,3.92,1,0
0.7,1.09,1,0
4.48,6.96,1,0
3.0,4.6,1,0
1.48,2.61,1,0
0.2421,0.42,0,2
0.01,0.01,0,2
0.4,0.6,1,0
7.571,40.875,0,2
0.0081,0.012,1,0
4.11,12.39,1,0
5.7,8.9,1,0
6.0,9.3,1,0
9.9,15.4,1,1
4.29,23.06,1,0
6.93,11.28,1,0
5.63,11.06,1,0
6.7,13.17,1,0
0.4,0.7,1,0
2.524851,14.52654,1,0
5.83,9.75,1,0
0.22,0.45,1,0
2.29,4.5,1,0
0.445,0.695,1,0
8.41,13.08,1,1
3.64,6.36,1,0
1.35,2.67,1,0
1.51,2.98,1,0
1.02,2.1,1,0
1.175,1.998,1,0
11.4103994428372,19.4075000535733,1,1
8.22,12.88,1,1
5.65114188447178,9.61050177904678,1,0
1.175,1.998,1,0
0.005,0.008,1,0
3.72,7.46,1,0
0.007,0.013,1,0
0.1,0.1,1,0
0.69,1.36,1,0
0.6923,0.9982,1,0
0.6923,0.9982,1,0
1.8427,2.5199,1,0
0.0,0.1,0,2
0.0,0.1,0,2
1.61,2.782,1,0
0.15,0.47,1,0
3.389,8.695,1,0
1.879,3.246,1,0
4.77,6.86,1,0
0.14,0.43,1,0
8.931,12.739,1,1
4.319,7.461,1,0
5.783,9.99,1,0
8.179,11.667,1,0
5.473,7.807,1,0
7.938,11.324,1,0
0.561,0.969,1,0
7.397,10.552,1,0
6.875,7.164,1,0
3.248,6.412,1,0
7.247,10.337,1,0
3.087,4.573,1,0
5.11,5.358,1,0
5.172,5.456,1,0
0.0752,0.6194,0,2
0.032,0.082,1,0
0.681,1.383,1,0
0.39,3.12,2,0
5.937,10.147,1,0
0.233,1.221,1,0
0.08,0.46,0,2
0.233,1.223,2,0
0.08,0.47,0,2
0.0001,0.0001,0,2
0.0001,0.0001,0,2
0.935,2.28,1,0
0.38,0.76,1,0
1.61,2.782,1,0
0.076,0.054,0,2
0.076,0.054,0,2
0.076,0.054,0,2
0.076,0.054,0,2
0.023,0.078,0,2
0.811,1.32,1,0
5.54,31.03,1,1
0.008,0.009,0,2
0.008,0.009,0,2
0.008,0.009,0,2
0.073,0.087,0,2
0.073,0.087,0,2
0.009,0.01,0,2
0.023,0.08,0,2
1.929,3.103,2,0
0.03,0.105,0,2
0.0,0.1,0,2
0.771,1.14,0,2
0.0,0.1,0,2
0.0,0.1,0,2
0.0,0.1,0,2
0.0,0.1,0,2
0.0,0.1,0,2
2.826,2.945,1,0
0.6708,0.39,0,2
0.337,0.66,1,0
2.97,4.088,1,0
1.823,6.134,2,0
0.176,0.481,1,0
0.127,0.348,1,0
0.239,0.653,1,0
0.176,0.481,1,0
0.127,0.348,1,0
0.239,0.653,1,0
7.931,8.7067,2,0
0.1375,0.473,0,2
